0	4.000000
1	7.000000
2	14.000000
3	25.000000
4	40.000000
5	59.000000
6	82.000000
7	109.000000
8	140.000000
9	175.000000
10	214.000000
11	257.000000
12	304.000000
13	355.000000
14	410.000000
15	469.000000
16	532.000000
17	599.000000
18	670.000000
19	745.000000
20	824.000000
21	907.000000
22	994.000000
23	1085.000000
24	1180.000000
25	1279.000000
26	1382.000000
27	1489.000000
28	1600.000000
29	1715.000000
30	1834.000000
31	1957.000000
32	2084.000000
33	2215.000000
34	2350.000000
35	2489.000000
36	2632.000000
37	2779.000000
38	2930.000000
39	3085.000000
40	3244.000000
41	3407.000000
42	3574.000000
43	3745.000000
44	3920.000000
45	4099.000000
46	4282.000000
47	4469.000000
48	4660.000000
49	4855.000000
50	5054.000000
51	5257.000000
52	5464.000000
53	5675.000000
54	5890.000000
55	6109.000000
56	6332.000000
57	6559.000000
58	6790.000000
59	7025.000000
60	7264.000000
61	7507.000000
62	7754.000000
63	8005.000000
64	8260.000000
65	8519.000000
66	8782.000000
67	9049.000000
68	9320.000000
69	9595.000000
70	9874.000000
71	10157.000000
72	10444.000000
73	10735.000000
74	11030.000000
75	11329.000000
76	11632.000000
77	11939.000000
78	12250.000000
79	12565.000000
80	12884.000000
81	13207.000000
82	13534.000000
83	13865.000000
84	14200.000000
85	14539.000000
86	14882.000000
87	15229.000000
88	15580.000000
89	15935.000000
90	16294.000000
91	16657.000000
92	17024.000000
93	17395.000000
94	17770.000000
95	18149.000000
96	18532.000000
97	18919.000000
98	19310.000000
99	19705.000000
0	3.000000
1	9.000000
2	25.000000
3	57.000000
4	111.000000
5	193.000000
6	309.000000
7	465.000000
8	667.000000
9	921.000000
10	1233.000000
11	1609.000000
12	2055.000000
13	2577.000000
14	3181.000000
15	3873.000000
16	4659.000000
17	5545.000000
18	6537.000000
19	7641.000000
20	8863.000000
21	10209.000000
22	11685.000000
23	13297.000000
24	15051.000000
25	16953.000000
26	19009.000000
27	21225.000000
28	23607.000000
29	26161.000000
30	28893.000000
31	31809.000000
32	34915.000000
33	38217.000000
34	41721.000000
35	45433.000000
36	49359.000000
37	53505.000000
38	57877.000000
39	62481.000000
40	67323.000000
41	72409.000000
42	77745.000000
43	83337.000000
44	89191.000000
45	95313.000000
46	101709.000000
47	108385.000000
48	115347.000000
49	122601.000000
50	130153.000000
51	138009.000000
52	146175.000000
53	154657.000000
54	163461.000000
55	172593.000000
56	182059.000000
57	191865.000000
58	202017.000000
59	212521.000000
60	223383.000000
61	234609.000000
62	246205.000000
63	258177.000000
64	270531.000000
65	283273.000000
66	296409.000000
67	309945.000000
68	323887.000000
69	338241.000000
70	353013.000000
71	368209.000000
72	383835.000000
73	399897.000000
74	416401.000000
75	433353.000000
76	450759.000000
77	468625.000000
78	486957.000000
79	505761.000000
80	525043.000000
81	544809.000000
82	565065.000000
83	585817.000000
84	607071.000000
85	628833.000000
86	651109.000000
87	673905.000000
88	697227.000000
89	721081.000000
90	745473.000000
91	770409.000000
92	795895.000000
93	821937.000000
94	848541.000000
95	875713.000000
96	903459.000000
97	931785.000000
98	960697.000000
99	990201.000000
0	3.000000
1	14.000000
2	49.000000
3	126.000000
4	263.000000
5	478.000000
6	789.000000
7	1214.000000
8	1771.000000
9	2478.000000
10	3353.000000
11	4414.000000
12	5679.000000
13	7166.000000
14	8893.000000
15	10878.000000
16	13139.000000
17	15694.000000
18	18561.000000
19	21758.000000
20	25303.000000
21	29214.000000
22	33509.000000
23	38206.000000
24	43323.000000
25	48878.000000
26	54889.000000
27	61374.000000
28	68351.000000
29	75838.000000
30	83853.000000
31	92414.000000
32	101539.000000
33	111246.000000
34	121553.000000
35	132478.000000
36	144039.000000
37	156254.000000
38	169141.000000
39	182718.000000
40	197003.000000
41	212014.000000
42	227769.000000
43	244286.000000
44	261583.000000
45	279678.000000
46	298589.000000
47	318334.000000
48	338931.000000
49	360398.000000
50	382753.000000
51	406014.000000
52	430199.000000
53	455326.000000
54	481413.000000
55	508478.000000
56	536539.000000
57	565614.000000
58	595721.000000
59	626878.000000
60	659103.000000
61	692414.000000
62	726829.000000
63	762366.000000
64	799043.000000
65	836878.000000
66	875889.000000
67	916094.000000
68	957511.000000
69	1000158.000000
70	1044053.000000
71	1089214.000000
72	1135659.000000
73	1183406.000000
74	1232473.000000
75	1282878.000000
76	1334639.000000
77	1387774.000000
78	1442301.000000
79	1498238.000000
80	1555603.000000
81	1614414.000000
82	1674689.000000
83	1736446.000000
84	1799703.000000
85	1864478.000000
86	1930789.000000
87	1998654.000000
88	2068091.000000
89	2139118.000000
90	2211753.000000
91	2286014.000000
92	2361919.000000
93	2439486.000000
94	2518733.000000
95	2599678.000000
96	2682339.000000
97	2766734.000000
98	2852881.000000
99	2940798.000000
